address,moniker,commission,rank,token,votingPower,timestamp
bandvaloper1y42hgl7dgxswpe3mv5gknsrzfn9xy4t44ep6yh,Consensus One,0.05,54,187,0.000002,1765152000000
bandvaloper19huytqr8srz9wcdhvas5cvxddg8dtqcv6tce0s,Notional,0.0969,54,146,0.000002,1765152000000
bandvaloper1n7jc3hyxsdj693qpwvnzcer5cluuadj7lq5u38,legacy,0.05,54,114,0.000001,1765152000000
bandvaloper1symf474wnypes2d3mecllqk6l26rwz8melsedq,BlockHunters ,0.04777,54,114,0.000001,1765152000000
bandvaloper1c6u3225mjp7a9pa7wh9qky9gd5zjygwq7ntwyj,PoorButHappy,0,54,113,0.000001,1765152000000
bandvaloper1v7teuxaulwukplu90f0ra60vs2xpqystg89g95,HTC,0.2,54,110,0.000001,1765152000000
bandvaloper1q4nrju47un2hchqvxkynyfknav0anf6uhya2h6,AG,0.05,54,107,0.000001,1765152000000
bandvaloper1494evhvcqrc093csfx4ukulgfm8lmgv60qhmd2,AcuStake,0.1,54,101,0.000001,1765152000000
bandvaloper18plz4ccc6x6heetcfxsx7vc9n3cmtj56huztxe,DLINODESCOM,0.0777,54,100,0.000001,1765152000000
bandvaloper1dvgc4ew8amqyh027ausklwshh44gdsm0pj6rl5,Seasting,0.05,54,99,0.000001,1765152000000
bandvaloper157jzxupqvcrk29cmdnxgwpy947za08aw9tq5re,RetiringRedelegate,0.01,54,87,0.000001,1765152000000
bandvaloper1trqklxpy9ztvzlqze9q5ez0x2cffv2fdf0kc0r,Coha05  Spider Node,0.05,54,83,0.000001,1765152000000
bandvaloper1apk4t9v58tc3pwnf2e532x9dmk2ev2n3l86402,Closed Please redelegate,0.05,54,80,0.000001,1765152000000
bandvaloper1uvva6zfmlkuy3ussja4xjk8wh8w5gkztqqlqca,JNode,0.05,54,79,0.000001,1765152000000
bandvaloper1q4sta02v9tfssnsdnpj3ephygay2vdelqdqaup,Jelly,0.05,54,73,0.000001,1765152000000
bandvaloper1ty2mytdkel96e8llkaezn43vnj0ghm4p5dl8xv,Valnodes  Carbon Neutral Staking,0.0314,54,60,0.000001,1765152000000
bandvaloper13fwr8rmugu2mfuurfx4sfmyv05haw9sujnqzd8,Please REDELEGATE to StakeCraft in example  closing here at 25th may,0.1,54,54,0.000001,1765152000000
bandvaloper15cwzfw82mwzw9jdaf5zf87dn6uqmgpnx7wats4,Coef 120,0.05,54,51,0.000001,1765152000000
bandvaloper16rfxcd3geg4m8rlc29jk4mlvjn77lem8m2fl6h,HOKUTO,0.1,54,51,0.000001,1765152000000
bandvaloper1xe9jskfstmnk4rwm7v4d8x5vs3gdzte3qu0erk,morkiestakes,0.01,54,49,0.000001,1765152000000
bandvaloper1rqmfuu2c3s6yjg53fczra28ar6fsea90n72krd,Endorphine Stake,0.1,54,49,0.000001,1765152000000
bandvaloper1k7r8pg244papul57vvzd8de8yu3lsng0zrd33u,Vixello,0.05,54,45,0.000001,1765152000000
bandvaloper1256mfjwcefpfh339ajqrmpgw7pxxjnzl5dmsc9,GIANTCLUB,0.1,54,44,0,1765152000000
bandvaloper16n2cazl94n47zknt5uspxgv90p23wpek6agqe2,Closing  Please redelegate,0,54,39,0,1765152000000
bandvaloper1pjhgksl4nhrahxam6l6fg4v8z8r5c68504szuq,Moniker,0.05,54,38,0,1765152000000
bandvaloper1l2zm3g6l0aqrcwn84g4540krglmd4vvywd86w3,retz80,0.09,54,38,0,1765152000000
bandvaloper1nmd2mmxve9t0qca5ln8zqak7dlhrxylf0xw5zs,Chainnodes,0.02,54,37,0,1765152000000
bandvaloper13w67kucjvfcjr3du33fptqqpag5cgjqksv9sxt,shuting down,0.01,54,36,0,1765152000000
bandvaloper1vjlsw58ap5gdvw6w7z7mjnh38ukdg3xw708wqu,DO NOT DELEGATE  0basevc,0,54,33,0,1765152000000
bandvaloper1359wrxxvs2js7vrant548af4zp72hu2mgftm2e,StakeUp,0.1,54,33,0,1765152000000
bandvaloper1wy08smy5xpwrm3xju7z9usnat90vvp39etv7gh,NODERS,0.1,54,32,0,1765152000000
bandvaloper19hvz9nkgg6mp7v7hx7ueaa9fjc80axsratdr09,0 FeeNymbusNode,0,54,31,0,1765152000000
bandvaloper1nmkj68wrrwl9nr9qylc9yy20fjx08gcfgwgnam,FIVETECH,0.05,54,30,0,1765152000000
bandvaloper1gskdp65zqm8cz9u5tkypycz33jh5g0hyvgdzzq,SerGo,0.1,54,30,0,1765152000000
bandvaloper1mk0ecs409xu3wc3dp09umfjmaw06pxsr4hk6u9,ASTRALISK,0.05,54,29,0,1765152000000
bandvaloper1k85y0j5dg6l9cqc793vut85wawm460sljv9y28,PHnetwork,0.1,54,28,0,1765152000000
bandvaloper1e2ksk2qw5wk4a996kj0mp9gucpr96ljnf3r358,STAVR REStake ON,0.1,54,25,0,1765152000000
bandvaloper1wlgfyk9mx9ms6jgvupxmx6dl0f85xmvrtdpdew,indistock,0.1,54,24,0,1765152000000
bandvaloper1tgjce0fdluaafs3d2ddclxlu0euvvvnf5gd7ww,Shoni,0.1,54,23,0,1765152000000
bandvaloper1773hsqxld5rgd53g2mt2yr94fl20re63ffx6q5,BlackIce,0.07,54,20,0,1765152000000
bandvaloper15mpftgqh4w8dz5ayaeq49s4n8lmyx27kee74zf,Chainp2p,0.03,54,19,0,1765152000000
bandvaloper1vsdzup4ucv28vcp8lgwe7t4jympkwjwzcga0zp,BlockShark,0.03,54,19,0,1765152000000
bandvaloper1c34u63fdagur6xfmnu2d50242d3kszl9wnulk8,ARCTIC,0.05,54,16,0,1765152000000
bandvaloper13d3krtk9lwkl8d07pg92090f9xrgwywd7f58kn,DECOMMISSIONED AUDITone,0.07,54,13,0,1765152000000
bandvaloper19ang3d293gsqe64wakp7t0h5s4crrxr7vp7trm,NodeX Emperor,0.05,54,11,0,1765152000000
bandvaloper15nnme8tz4hqvcd9aufjetemwf9py20khaannu2,Nosce,0.05,54,10,0,1765152000000
bandvaloper157vs5a5tqt2kkkht95azwg9pa77z8hwk3ae5ee,DECALIio,0.05,54,10,0,1765152000000
bandvaloper1d00ke0s7r2eqjg4qf0p2rwtc72cdql9p3zskhn,Mintia Decentralized  No slashing,0,54,9,0,1765152000000
bandvaloper1m0pn05sa397rtjxkjxj2vrms4cj60ugd7yhzlw,EthicalNode,0.1,54,9,0,1765152000000
bandvaloper1xg5qq37zrdtsaf5qa60xhlj6xqnxafuhnr934u,OWALLET,0.01,54,9,0,1765152000000
bandvaloper1qf73zvv3jquf2znwx2qc7tkmgtz7tvq4dn65u7,Anchor Staking,0.03,54,9,0,1765152000000
bandvaloper1w4jrw76q55vksjjm9d9qx76auyk8gxkhdtllgv,RN0X,0.1,54,8,0,1765152000000
bandvaloper1u7rlfnl6gq5ehkxhk5cesn3ufmfxlcf3wrljd0,ShaolinNode,0.1,54,8,0,1765152000000
bandvaloper1vztfffufyu5f3lug7pj4pp3c3lxc898e7v5slj,Calypso,0.1,54,8,0,1765152000000
bandvaloper1l6sskrveh0afjeqm7mn9lm83xlulkwg7z8sdqy,Sunset redelegate to another validator please,0.1,54,8,0,1765152000000
bandvaloper1fd9m05k39lrwq2qyw3rszt7wumdm2s5m42k2n2,Wetez,0.1,54,8,0,1765152000000
bandvaloper17vzyy636a3zluzrq7u7mhrkl3wrfa29wh7lg6p,Lefey,0.1,54,7,0,1765152000000
bandvaloper1f3fxlynz5jdpnf77g9es0cjxwlwr05sc8tz0fe,Biker4b,0.05,54,7,0,1765152000000
bandvaloper123qvcqtxu6a6lcdhsr2q52ta8khsj3g8szcssq,Mich452,0.04,54,6,0,1765152000000
bandvaloper1um2flgfvteyyjsaxf85tjku8tdhcqhtpwaxpat,SeaX Ventures,0.06,54,6,0,1765152000000
bandvaloper1v8ghn09qv5jzxd8g7unsttrqntn67gkth5eq5f,Helion Band Validator,0.1,54,5,0,1765152000000
bandvaloper1hg2p4397wssj8ttger9rphafxpcdz6nvngskxr,BANDITS,0,54,5,0,1765152000000
bandvaloper18pvhw57fxtt0yh4ut55f2k9adshzyp7mqsu36y,skynodes,0.01,54,5,0,1765152000000
bandvaloper19esqej9q2uffhjj5d3d23lsd0fuafxhdm98g2d,pathrockmclb,0.1,54,4,0,1765152000000
bandvaloper1pvwmcawgl0h8cwje2gcv46r9l34u9crc8tc6hj,STAKKY,0.05,54,4,0,1765152000000
bandvaloper108jvszyayzzaacpscwczj7lvegq799wa9muyyu,BitMaxStaking,0.1,54,4,0,1765152000000
bandvaloper1m3fdqwp27vq3jncjtvrd5vqn74femut6kfsd0z,testvalidator,0.1,54,3,0,1765152000000
bandvaloper1sh7u6c0g2s5ysg6c69pywnn55jx5wel7cstm7s,TheBestNode,0.05,54,3,0,1765152000000
bandvaloper1u6439zrwzrk7p943v0gtzmkewwg9yrthju9dra,BlockSensus,0.1,54,3,0,1765152000000
bandvaloper1a2gppugantns8zad44dpdwew2dln4kfzkajgk4,0 Fee to 2023  Avaultocom,0,54,3,0,1765152000000
bandvaloper1p7s39hake3mujfh4arees94zt9zdwfzpuzmjnj,0 fee  Avaultocom,0,54,2,0,1765152000000
bandvaloper1datx5lw9nsys67er535xwrdky96mttt54vsk6v,JJack,0.1,54,2,0,1765152000000
bandvaloper1wxqdw43g8sz9vxfhmnrc7shsy9r3lq2782knl2,NilniaBand,0.05,54,2,0,1765152000000
bandvaloper13trvxrt2ua7k7q80hgxspqvq9zecz86dpc8fqn,masternode,0.1,54,2,0,1765152000000
bandvaloper1k8szgnmljy0kd90wmv4rrp7mqx6zw9vxdknk4x,Validatorrun  100 Slash Protected,0.05,54,2,0,1765152000000
bandvaloper17qe0qs34zp9rtxdc6an58rl0ys24g8wu5krr6d,RootsterLabs,0.1,54,2,0,1765152000000
bandvaloper1val7t7e48tyxutjhg5ra4pd0485z0fs8q23g6e,QuantaTech,0.05,54,2,0,1765152000000
bandvaloper1gv2gnnqa5gs924mrenz2y4m5aadefwvgxq5nzr,Terraform Labs,0.02,54,2,0,1765152000000
bandvaloper1aw58v3l9yrk262fjr9ah0c0a39xf9hwr4yw04u,stake9,0.05,54,2,0,1765152000000
bandvaloper1yhj9uqacyjrqyt58d548ywayhw52ff524tw3gh,NQ4NET,0.09,54,2,0,1765152000000
bandvaloper1ufjqrau2w0vjd84e5sp86lcvyn4ktqdet9mgs5,StableNode,0.05,54,2,0,1765152000000
